cdr type,cdr datetime,call duration,last calling cellid,user_id
MtCallRecord,20180713112615,,,5228524404598642948
MtSMSRecord,20180713112621,,,3384066821637594455
MoCallRecord,20180713112617,,14053.0,3165467459618056992
MtCallRecord,20180713112548,,,6294704077433893228
MoCallRecord,20180713112548,,20613.0,6294704077433893228
MoCallRecord,20180713112542,,10141.0,5242859387533597708
MtCallRecord,20180713112542,,,5242859387533597708
MtCallRecord,20180713112343,,,464678230835552531
MtSMSRecord,20180713112621,,,7566424924061690786
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112603,,40543.0,7808837428164793891
MtCallRecord,20180713112603,,,7808837428164793891
MoCallRecord,20180713112329,,20652.0,7658219403865310559
MtCallRecord,20180713112329,,,7658219403865310559
MtCallRecord,20180713112327,,,7429106142356913673
MtCallRecord,20180713112613,,,4755536652153933104
MtSMSRecord,20180713112621,,,7304286893272605299
MoCallRecord,20180713112327,,22452.0,7429106142356913673
MoCallRecord,20180713112538,,20881.0,4669922127139240296
MtCallRecord,20180713112538,,,4669922127139240296
MoCallRecord,20180713112613,,34781.0,4755536652153933104
MtSMSRecord,20180713112621,,,7566424924061690786
MoCallRecord,20180713112613,,20232.0,6137647306908344500
MtCallRecord,20180713112613,,,6137647306908344500
MoCallRecord,20180713112556,,10378.0,672525458743217380
MtCallRecord,20180713112556,,,672525458743217380
MoCallRecord,20180713112327,,20793.0,7009066673160856018
OutGatewayRecord,20180713112327,,20793.0,7009066673160856018
MtSMSRecord,20180713112621,,,3384066821637594455
MtSMSRecord,20180713112621,,,3384066821637594455
MoSMSRecord,20180713112622,,12811.0,3398996515364339614
MoSMSRecord,20180713112622,,10163.0,5898922137985481278
OutGatewayRecord,20180713112622,,22202.0,1190747669995741641
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112140,,40271.0,928919867823320370
MtCallRecord,20180713112140,,,928919867823320370
MoCallRecord,20180713112604,,14052.0,1488403662500787288
OutGatewayRecord,20180713112604,,14052.0,1488403662500787288
MtCallRecord,20180713112520,,,8401798603248730672
MoCallRecord,20180713112520,,35175.0,8401798603248730672
MoCallRecord,20180713112546,,35139.0,3091416813456156688
MoCallRecord,20180713112516,,34903.0,2830442982147597221
MtCallRecord,20180713112546,,,3091416813456156688
MtCallRecord,20180713112516,,,2830442982147597221
MtSMSRecord,20180713112622,,,2360232289363115828
MoCallRecord,20180713112613,,34282.0,4949840430685385093
MoCallRecord,20180713112441,,14142.0,862047083325260905
MtCallRecord,20180713112441,,,862047083325260905
MtSMSRecord,20180713112621,,,7566424924061690786
MoCallRecord,20180713112605,,22481.0,9067471491242022467
MtCallRecord,20180713112529,,,490236295882803829
MoCallRecord,20180713112529,,12042.0,490236295882803829
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112614,,20124.0,873345923582138408
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112621,,,1883464714934624225
MtSMSRecord,20180713112621,,,7885901416598670176
MoCallRecord,20180713112550,,12231.0,7478733709169273858
MtCallRecord,20180713112550,,,7478733709169273858
MtCallRecord,20180713112514,,,7629850194751391429
MoCallRecord,20180713112551,,22153.0,5968291252922867354
OutGatewayRecord,20180713112551,,22153.0,5968291252922867354
MtSMSRecord,20180713112622,,,6213509167247245458
IncGatewayRecord,20180713112610,,34015.0,3880163941497616586
MtCallRecord,20180713112610,,,3880163941497616586
MoCallRecord,20180713112548,,10071.0,4939802236914088208
MtCallRecord,20180713112548,,,4939802236914088208
MoCallRecord,20180713112546,,22113.0,2437035437547440306
MtCallRecord,20180713112546,,,2437035437547440306
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,7095086355573972935
MoCallRecord,20180713111350,,22381.0,1197518752296400261
MoCallRecord,20180713112601,,22482.0,5909202381798587688
MtCallRecord,20180713112601,,,5909202381798587688
MtSMSRecord,20180713112622,,,7879967829186009325
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,2360232289363115828
MoCallRecord,20180713112458,,20496.0,9091818729686468010
MtCallRecord,20180713112458,,,9091818729686468010
MoCallRecord,20180713112545,,34870.0,3586045904506877943
MtCallRecord,20180713112545,,,3586045904506877943
MtSMSRecord,20180713112621,,,7885901416598670176
MtSMSRecord,20180713112621,,,3384066821637594455
IncGatewayRecord,20180713112608,,22304.0,6844943868186614771
MtCallRecord,20180713112608,,,6844943868186614771
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112606,,20116.0,6180844293624649001
MtCallRecord,20180713112606,,,6180844293624649001
MoCallRecord,20180713112540,,20123.0,6412164032299343970
MtCallRecord,20180713112540,,,6412164032299343970
MtSMSRecord,20180713112621,,,6003372228755978482
MoCallRecord,20180713112513,,22454.0,4801381961829695203
MtSMSRecord,20180713112621,,,3384066821637594455
MtCallRecord,20180713112513,,,4801381961829695203
MoCallRecord,20180713112614,,20521.0,5903814838042841320
MoCallRecord,20180713112526,,12063.0,1078779955152898398
MtCallRecord,20180713112526,,,1078779955152898398
OutGatewayRecord,20180713112553,,12131.0,7432959430578670787
MoCallRecord,20180713112607,,12802.0,737392775538546572
MtCallRecord,20180713112607,,,737392775538546572
MoCallRecord,20180713112553,,12131.0,7432959430578670787
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112621,,,3553575890277164849
MtCallRecord,20180713112559,,,4516279540040383277
MtSMSRecord,20180713112621,,,3384066821637594455
MoCallRecord,20180713112559,,34018.0,4516279540040383277
MtSMSRecord,20180713112621,,,3384066821637594455
MtCallRecord,20180713112600,,,7432707732241856050
MoCallRecord,20180713112600,,22033.0,7432707732241856050
MtCallRecord,20180713112612,,,7937749880676067036
MoCallRecord,20180713112612,,22073.0,7937749880676067036
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112548,,12063.0,112620811772279115
MtCallRecord,20180713112548,,,112620811772279115
MoCallRecord,20180713112534,,12123.0,3959613132295509387
MoCallRecord,20180713112609,,34084.0,1274682212118611959
MtCallRecord,20180713112609,,,1274682212118611959
MtSMSRecord,20180713112621,,,3384066821637594455
MtSMSRecord,20180713112621,,,6820442458578500418
MtSMSRecord,20180713112621,,,7566424924061690786
MtSMSRecord,20180713112621,,,3384066821637594455
OutGatewayRecord,20180713112426,,10031.0,154733228974504562
MoCallRecord,20180713112426,,10031.0,154733228974504562
MtSMSRecord,20180713112622,,,7566424924061690786
MtSMSRecord,20180713112622,,,7566424924061690786
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112600,,34167.0,536666408962297458
MtCallRecord,20180713112600,,,536666408962297458
MtSMSRecord,20180713112621,,,2360232289363115828
MoCallRecord,20180713112548,,10038.0,8477349114588308563
MtCallRecord,20180713112548,,,8477349114588308563
MtSMSRecord,20180713112621,,,4888687938595279393
MoCallRecord,20180713112443,,12043.0,3410632586073164573
MtCallRecord,20180713112443,,,3410632586073164573
MtSMSRecord,20180713112621,,,3384066821637594455
MtSMSRecord,20180713112622,,,6647700916843399878
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,4888687938595279393
MoCallRecord,20180713112543,,22323.0,3540204122534896224
MtCallRecord,20180713112543,,,3540204122534896224
MtSMSRecord,20180713112621,,,7566424924061690786
MtSMSRecord,20180713112621,,,3384066821637594455
OutGatewayRecord,20180713112254,,12181.0,1801888923681325042
MoCallRecord,20180713112254,,12181.0,1801888923681325042
MtSMSRecord,20180713112621,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112601,,10158.0,1890284615067175486
MtCallRecord,20180713112601,,,1890284615067175486
MoCallRecord,20180713112550,,21141.0,7177722831071235425
MtCallRecord,20180713112550,,,7177722831071235425
MoCallRecord,20180713112510,,12248.0,5626922950485749772
MtCallRecord,20180713112510,,,5626922950485749772
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,7566424924061690786
MoCallRecord,20180713112439,,20402.0,3263254527154095854
MtCallRecord,20180713112439,,,3263254527154095854
MoCallRecord,20180713112528,,34770.0,6235923667461364524
MtCallRecord,20180713112528,,,6235923667461364524
MoCallRecord,20180713112609,,14053.0,6837426324268113086
MtCallRecord,20180713112609,,,6837426324268113086
MtSMSRecord,20180713112621,,,3384066821637594455
MoCallRecord,20180713112610,,20751.0,3519772155243741230
MtSMSRecord,20180713112621,,,3384066821637594455
MoCallRecord,20180713112559,,10338.0,8956054292446720241
MtCallRecord,20180713112559,,,8956054292446720241
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112606,,12111.0,4477069506401749837
MtCallRecord,20180713112606,,,4477069506401749837
IncGatewayRecord,20180713112616,,12163.0,182333315730727957
MtCallRecord,20180713112616,,,182333315730727957
MoCallRecord,20180713112459,,22241.0,8564107408724570357
MtCallRecord,20180713112459,,,8564107408724570357
MtCallRecord,20180713112555,,,1892023332755300982
MoCallRecord,20180713112500,,22193.0,3539441380187144100
MtCallRecord,20180713112500,,,3539441380187144100
MtSMSRecord,20180713112621,,,7566424924061690786
MoCallRecord,20180713112555,,10072.0,1892023332755300982
MoCallRecord,20180713112552,,12092.0,4594534467418938998
MtCallRecord,20180713112552,,,4594534467418938998
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112606,,14233.0,1352494382221568681
MtCallRecord,20180713112606,,,1352494382221568681
MoSMSRecord,20180713112622,,34191.0,134388384980266733
MtSMSRecord,20180713112621,,,3384066821637594455
MoCallRecord,20180713112603,,10264.0,6386398694180544903
MtCallRecord,20180713112603,,,6386398694180544903
MtSMSRecord,20180713112621,,,3384066821637594455
MtCallRecord,20180713112518,,,6916720362615510507
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112518,,10312.0,6916720362615510507
MoCallRecord,20180713112523,,10321.0,3166297162824995684
MtCallRecord,20180713112523,,,3166297162824995684
MtSMSRecord,20180713112621,,,3384066821637594455
MoSMSRecord,20180713112622,,12071.0,1995144915473605029
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112558,,12133.0,6534655875169428240
MtCallRecord,20180713112558,,,6534655875169428240
MoCallRecord,20180713112609,,14231.0,9041791802758399721
MtCallRecord,20180713112609,,,9041791802758399721
MtSMSRecord,20180713112621,,,3384066821637594455
IncGatewayRecord,20180713112525,,12033.0,847912113343056984
MtCallRecord,20180713112525,,,847912113343056984
MoSMSRecord,20180713112621,,40522.0,6733127227140548537
MoCallRecord,20180713112604,,10262.0,243141466054165005
MtCallRecord,20180713112604,,,243141466054165005
MoCallRecord,20180713112611,,10071.0,823277639068035993
MtCallRecord,20180713112611,,,823277639068035993
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112613,,12192.0,5250049260991382333
MoCallRecord,20180713112613,,20471.0,3080747831082078891
MoCallRecord,20180713112621,,20532.0,5191724285175339313
MoCallRecord,20180713112606,,10113.0,9171283551980056247
MtCallRecord,20180713112606,,,9171283551980056247
MtSMSRecord,20180713112624,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112612,,12221.0,7087739845298898687
IncGatewayRecord,20180713112544,,21091.0,1833246051537349733
MtCallRecord,20180713112544,,,1833246051537349733
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112534,,20377.0,1905359296118229584
MtCallRecord,20180713112534,,,1905359296118229584
MtSMSRecord,20180713112622,,,7304286893272605299
MoCallRecord,20180713112504,,10034.0,7733740060955142948
MtCallRecord,20180713112504,,,7733740060955142948
MtSMSRecord,20180713112622,,,8674044560062822356
MtCallRecord,20180713112557,,,2057679860207681179
MoCallRecord,20180713112557,,12043.0,4081704949640903213
OutGatewayRecord,20180713112557,,12043.0,4081704949640903213
MtSMSRecord,20180713112623,,,7566424924061690786
MtSMSRecord,20180713112623,,,7566424924061690786
MtSMSRecord,20180713112623,,,2360232289363115828
MoCallRecord,20180713112454,,22127.0,1019923233457370409
MtCallRecord,20180713112454,,,1019923233457370409
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112520,,35017.0,6495988354413349254
MtCallRecord,20180713112520,,,6495988354413349254
MtSMSRecord,20180713112623,,,3384066821637594455
IncGatewayRecord,20180713112613,,22092.0,322369228590964648
MtCallRecord,20180713112613,,,322369228590964648
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112538,,22232.0,5369402019756608550
MtCallRecord,20180713112538,,,5369402019756608550
MoCallRecord,20180713112536,,14071.0,8075051433178925038
MtCallRecord,20180713112536,,,8075051433178925038
MoCallRecord,20180713112615,,12122.0,5965697261233715654
MtCallRecord,20180713112615,,,5965697261233715654
MtSMSRecord,20180713112622,,,3384066821637594455
OutGatewayRecord,20180713112613,,34819.0,3236136739250064475
MoCallRecord,20180713112613,,34819.0,3236136739250064475
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112547,,20161.0,2159671908950510407
MtCallRecord,20180713112547,,,2159671908950510407
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112624,,,3384066821637594455
MoCallRecord,20180713112507,,22113.0,1899438941904125533
MtCallRecord,20180713112507,,,1899438941904125533
MtSMSRecord,20180713112622,,,3384066821637594455
MoSMSRecord,20180713112622,,12243.0,5667822494450506352
MtCallRecord,20180713112605,,,163674208608714134
MoCallRecord,20180713112605,,20521.0,163674208608714134
MoCallRecord,20180713112607,,10132.0,7437604927671071165
MtCallRecord,20180713112607,,,7437604927671071165
MtSMSRecord,20180713112623,,,2360232289363115828
MoCallRecord,20180713112621,,14072.0,3585010199380426220
MtCallRecord,20180713112621,,,3585010199380426220
IncGatewayRecord,20180713112507,,20301.0,7573382380713484562
MtCallRecord,20180713112507,,,7573382380713484562
MoCallRecord,20180713112550,,20352.0,253622798155469493
MtCallRecord,20180713112550,,,253622798155469493
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112623,,,2360232289363115828
MtSMSRecord,20180713112623,,,3384066821637594455
IncGatewayRecord,20180713112542,,20662.0,2516697753518075986
MtCallRecord,20180713112542,,,2516697753518075986
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112606,,22097.0,5227840616276489396
MtCallRecord,20180713112606,,,5227840616276489396
MtCallRecord,20180713112602,,,7001400659268210144
MoCallRecord,20180713112602,,12021.0,7001400659268210144
MtSMSRecord,20180713112624,,,3384066821637594455
MtSMSRecord,20180713112622,,,6213509167247245458
MtSMSRecord,20180713112622,,,6213509167247245458
MtSMSRecord,20180713112622,,,3384066821637594455
IncGatewayRecord,20180713112549,,14358.0,8456226885928711236
MtCallRecord,20180713112549,,,8456226885928711236
MtCallRecord,20180713112614,,,3487883471538270095
MoCallRecord,20180713112614,,34291.0,3487883471538270095
MtSMSRecord,20180713112623,,,3384066821637594455
MtCallRecord,20180713112557,,,6439325969186920502
MoCallRecord,20180713112557,,12263.0,6439325969186920502
MoSMSRecord,20180713112624,,34251.0,8418602873699082146
MtCallRecord,20180713111646,,,79728387023989770
MtCallRecord,20180713112557,,,9166024128571108321
MoCallRecord,20180713111646,,22456.0,79728387023989770
MoCallRecord,20180713112557,,12813.0,9166024128571108321
MoCallRecord,20180713112559,,10062.0,2689367427002514333
MtCallRecord,20180713112559,,,2689367427002514333
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112619,,12053.0,8064706318581577766
MtCallRecord,20180713112619,,,8064706318581577766
MtSMSRecord,20180713112623,,,3384066821637594455
MtCallRecord,20180713112602,,,7706820511341005718
MoSMSRecord,20180713112624,,22333.0,3085652522132029762
MoCallRecord,20180713112602,,12053.0,7706820511341005718
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112543,,40240.0,8530482775915139028
MtCallRecord,20180713112543,,,8530482775915139028
IncGatewayRecord,20180713112604,,20333.0,8715307793370749174
MtCallRecord,20180713112604,,,8715307793370749174
MoSMSRecord,20180713112623,,34136.0,3315064811260351537
MtSMSRecord,20180713112623,,,7566424924061690786
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112459,,10034.0,4828946878563206458
MtCallRecord,20180713112459,,,4828946878563206458
MtSMSRecord,20180713112622,,,7566424924061690786
MoCallRecord,20180713112556,,20623.0,9214930313001784391
MtCallRecord,20180713112556,,,9214930313001784391
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112605,,20204.0,3395374644984111526
MtCallRecord,20180713112605,,,3395374644984111526
MoCallRecord,20180713112512,,34291.0,3492181732828066459
MtCallRecord,20180713112512,,,3492181732828066459
IncGatewayRecord,20180713112551,,10221.0,5147843095843200108
MtCallRecord,20180713112551,,,5147843095843200108
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112532,,20121.0,2464273897187202456
MtCallRecord,20180713112532,,,2464273897187202456
MoCallRecord,20180713112559,,14232.0,6795484659963195344
MtCallRecord,20180713112559,,,6795484659963195344
MoCallRecord,20180713112557,,20121.0,2622813696948042686
MtCallRecord,20180713112557,,,2622813696948042686
MtSMSRecord,20180713112623,,,3384066821637594455
IncGatewayRecord,20180713112621,,12826.0,8782875085547241774
MtCallRecord,20180713112621,,,8782875085547241774
MtSMSRecord,20180713112624,,,3384066821637594455
MtSMSRecord,20180713112622,,,7566424924061690786
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,2360232289363115828
MtSMSRecord,20180713112623,,,7566424924061690786
MoCallRecord,20180713112131,,34126.0,4176349315122992286
MtCallRecord,20180713112131,,,4176349315122992286
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112624,,,3384066821637594455
MoCallRecord,20180713112617,,20601.0,164983577696094288
MtCallRecord,20180713112617,,,164983577696094288
MtSMSRecord,20180713112622,,,3384066821637594455
MtCallRecord,20180713112544,,,187014375809542609
MoCallRecord,20180713112544,,34862.0,187014375809542609
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112611,,40349.0,3429751870770180965
MtCallRecord,20180713112611,,,3429751870770180965
MoCallRecord,20180713112604,,20392.0,5152600923662296875
MtSMSRecord,20180713112622,,,3384066821637594455
IncGatewayRecord,20180713112528,,20183.0,6968746273270139689
MtCallRecord,20180713112528,,,6968746273270139689
MoCallRecord,20180713112616,,20124.0,3348034415049891966
MtSMSRecord,20180713112623,,,7566424924061690786
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112608,,34333.0,1954900023135286676
MtCallRecord,20180713112608,,,1954900023135286676
MtSMSRecord,20180713112624,,,3384066821637594455
MoCallRecord,20180713112614,,20992.0,9101645470440220908
MtCallRecord,20180713112614,,,9101645470440220908
MoCallRecord,20180713112604,,22432.0,6921894120148492301
MoCallRecord,20180713112452,,10123.0,1468555696106235868
MtCallRecord,20180713112452,,,1468555696106235868
MoCallRecord,20180713112609,,34698.0,8488901975148644899
MtCallRecord,20180713112609,,,8488901975148644899
MtCallRecord,20180713112523,,,29595081244536100
MoCallRecord,20180713112523,,21024.0,29595081244536100
MtSMSRecord,20180713112623,,,7566424924061690786
MoCallRecord,20180713112523,,20482.0,206531881767958162
MtCallRecord,20180713112523,,,206531881767958162
MoCallRecord,20180713112559,,34811.0,5303081893514148512
MtCallRecord,20180713112559,,,5303081893514148512
MtSMSRecord,20180713112622,,,3384066821637594455
MoCallRecord,20180713112545,,20391.0,6230858934568696098
MtCallRecord,20180713112545,,,6230858934568696098
MtSMSRecord,20180713112623,,,3388885410516373073
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,2360232289363115828
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112616,,12181.0,5533125325197450621
MoCallRecord,20180713112515,,22171.0,7039505956263796799
MtCallRecord,20180713112515,,,7039505956263796799
MoSMSRecord,20180713112623,,20381.0,861171095931361273
MoCallRecord,20180713112613,,12183.0,4147916378975127084
MoCallRecord,20180713112603,,22451.0,7877966761694004622
MtCallRecord,20180713112603,,,7877966761694004622
MoCallRecord,20180713112547,,20832.0,6086950429530005318
MtCallRecord,20180713112547,,,6086950429530005318
MtSMSRecord,20180713112624,,,6820442458578500418
MoCallRecord,20180713112517,,35664.0,9187488578226337107
MtCallRecord,20180713112517,,,9187488578226337107
MoCallRecord,20180713112557,,10056.0,2388164575209286545
MtCallRecord,20180713112557,,,2388164575209286545
MoCallRecord,20180713112510,,20891.0,3544793386592374607
MtCallRecord,20180713112510,,,3544793386592374607
MoCallRecord,20180713112614,,22291.0,6420780463955032835
MoCallRecord,20180713112614,,20232.0,8963620908979278233
MoCallRecord,20180713112556,,40117.0,4285901027614624370
MtCallRecord,20180713112556,,,4285901027614624370
MoCallRecord,20180713112548,,20997.0,5885125269583911308
MtCallRecord,20180713112548,,,5885125269583911308
MoCallRecord,20180713111328,,22373.0,3363182890128301777
MtCallRecord,20180713111328,,,3363182890128301777
MoCallRecord,20180713112343,,20441.0,464678230835552531
MoCallRecord,20180713112546,,22502.0,3767191663290214114
MtCallRecord,20180713112546,,,3767191663290214114
MoSMSRecord,20180713112623,,10042.0,3200580910085782659
MtSMSRecord,20180713112623,,,3384066821637594455
MtCallRecord,20180713112611,,,6699998689456686808
MoCallRecord,20180713112611,,14281.0,6699998689456686808
MtCallRecord,20180713112532,,,2251918079302971359
MoCallRecord,20180713112541,,34275.0,446755650277264071
MtCallRecord,20180713112541,,,446755650277264071
MoCallRecord,20180713112532,,20331.0,2251918079302971359
MoCallRecord,20180713112621,,10263.0,2682449382808771483
MtCallRecord,20180713112621,,,2682449382808771483
MtSMSRecord,20180713112624,,,1324141062680622671
MoCallRecord,20180713112622,,22202.0,1190747669995741641
MtCallRecord,20180713112605,,,8931714965797573007
MoCallRecord,20180713112559,,35185.0,8193841283860288142
MtCallRecord,20180713112559,,,8193841283860288142
MoCallRecord,20180713112605,,20237.0,8931714965797573007
MoCallRecord,20180713112428,,12043.0,8048840157807924727
MtCallRecord,20180713112428,,,8048840157807924727
MoCallRecord,20180713112608,,22321.0,467003779080685429
MtCallRecord,20180713112608,,,467003779080685429
MtSMSRecord,20180713112623,,,2110565366094167564
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112550,,10023.0,5278845727890190067
MtCallRecord,20180713112550,,,5278845727890190067
IncGatewayRecord,20180713112524,,22092.0,4097185068117797692
MtCallRecord,20180713112524,,,4097185068117797692
MoCallRecord,20180713112408,,34008.0,1924285014974869154
MtCallRecord,20180713112408,,,1924285014974869154
MoCallRecord,20180713112617,,20124.0,6229068387692797144
MtCallRecord,20180713112617,,,6229068387692797144
MtCallRecord,20180713112537,,,513385842361242011
MoCallRecord,20180713112537,,22323.0,513385842361242011
MtSMSRecord,20180713112622,,,2360232289363115828
MoSMSRecord,20180713112623,,35105.0,7743918542825399425
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112601,,20661.0,6220036026323239160
MtCallRecord,20180713112601,,,6220036026323239160
MtSMSRecord,20180713112623,,,6647700916843399878
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112624,,,3384066821637594455
MoCallRecord,20180713112517,,22194.0,2074285068915380644
MtCallRecord,20180713112517,,,2074285068915380644
MoCallRecord,20180713112616,,20339.0,4850972277009061675
MtCallRecord,20180713112616,,,4850972277009061675
MtSMSRecord,20180713112623,,,3384066821637594455
MoSMSRecord,20180713112623,,35510.0,1743929396969560064
MoCallRecord,20180713112608,,14346.0,181484373826046945
MtCallRecord,20180713112608,,,181484373826046945
MoCallRecord,20180713112612,,20102.0,7530886405469816846
MtCallRecord,20180713112612,,,7530886405469816846
MoCallRecord,20180713112443,,12071.0,868155199002994630
MtCallRecord,20180713112443,,,868155199002994630
MtSMSRecord,20180713112623,,,7566424924061690786
IncGatewayRecord,20180713112600,,12072.0,1639578014738382704
MtCallRecord,20180713112600,,,1639578014738382704
MoCallRecord,20180713112514,,22532.0,7629850194751391429
MoCallRecord,20180713112551,,20782.0,7503492989640015918
MtSMSRecord,20180713112622,,,2559855546297102659
MoCallRecord,20180713112557,,40575.0,2695674061380297261
MtCallRecord,20180713112557,,,2695674061380297261
IncGatewayRecord,20180713112610,,35715.0,6493700967763667448
MtCallRecord,20180713112610,,,6493700967763667448
MtCallRecord,20180713112606,,,8680279273369579860
MoCallRecord,20180713112606,,14002.0,8680279273369579860
MtCallRecord,20180713112535,,,3634814511288413337
MoCallRecord,20180713112535,,10141.0,3634814511288413337
MtCallRecord,20180713112613,,,6531623661001713291
MoCallRecord,20180713112613,,34429.0,6531623661001713291
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112526,,12102.0,7837787699944321456
MtCallRecord,20180713112526,,,7837787699944321456
IncGatewayRecord,20180713112559,,12238.0,6987788244910041558
MtCallRecord,20180713112559,,,6987788244910041558
MtCallRecord,20180713112534,,,3298166576787259945
MoCallRecord,20180713112534,,21144.0,3298166576787259945
MtSMSRecord,20180713112623,,,7566424924061690786
MtSMSRecord,20180713112623,,,7885901416598670176
MtCallRecord,20180713112544,,,4950100812541747335
MoCallRecord,20180713112544,,20121.0,4950100812541747335
MoCallRecord,20180713112429,,20642.0,3132230733384692744
MtCallRecord,20180713112429,,,3132230733384692744
MtSMSRecord,20180713112623,,,7566424924061690786
MoCallRecord,20180713112541,,40498.0,5958273710528220874
MtCallRecord,20180713112541,,,5958273710528220874
MoSMSRecord,20180713112622,,22423.0,2532246541232538691
MoCallRecord,20180713112505,,12227.0,1145904608043592733
MtCallRecord,20180713112505,,,1145904608043592733
MoCallRecord,20180713112605,,12203.0,7870883582225150387
MtCallRecord,20180713112605,,,7870883582225150387
MtSMSRecord,20180713112622,,,3384066821637594455
MtSMSRecord,20180713112623,,,6820442458578500418
MtCallRecord,20180713112612,,,1801125109528880706
MtSMSRecord,20180713112623,,,7566424924061690786
MoCallRecord,20180713112612,,12202.0,1801125109528880706
MtSMSRecord,20180713112623,,,3384066821637594455
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112549,,20336.0,5204842305755031112
OutGatewayRecord,20180713112549,,20336.0,5204842305755031112
MoCallRecord,20180713112537,,34613.0,4015762052951261784
MtCallRecord,20180713112537,,,4015762052951261784
MoCallRecord,20180713112601,,12222.0,2019739432272587178
MtCallRecord,20180713112601,,,2019739432272587178
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112613,,22422.0,6544023701500156276
MtSMSRecord,20180713112623,,,6984055698850230491
MoCallRecord,20180713112555,,20431.0,836940415083401382
MtCallRecord,20180713112555,,,836940415083401382
MtSMSRecord,20180713112623,,,3384066821637594455
MoCallRecord,20180713112614,,20331.0,5724538532820105977
MtCallRecord,20180713112614,,,5724538532820105977
MoCallRecord,20180713112604,,10313.0,7662156062641542185
MtCallRecord,20180713112604,,,7662156062641542185
MtSMSRecord,20180713112623,,,3384066821637594455
IncGatewayRecord,20180713112546,,14011.0,3611047193129120128
MtCallRecord,20180713112546,,,3611047193129120128
